Grant #,Applicant Name,Account Status,FIPS #,County,Classification,PR
4680,"Sunrise, City of",Active,011-69725-00,Broward,City,Hamza Sattar
1545,"Sunshine Utilities of Central Florida, Inc.",Closed,083-04776-00,Marion,Critical Private Non-Profit,Haley Beary
1545,Sunshine Water Control District,Closed,011-U1ZNS-00,Broward,Special District Government,Hamza Sattar
1602,Sunshine Water Control District,Closed,011-U1ZNS-00,Broward,Special District Government,Hamza Sattar
4834,"Satellite Beach, City of",Opening,009-64400-00,Brevard,City,Hamza Sattar
1609,Sunshine Water Control District,Closed,011-U1ZNS-00,Broward,Special District Government,Hamza Sattar
4337,Sunshine Water Control District,Active,011-U1ZNS-00,Broward,Special District Government,Hamza Sattar
4486,Superior Heating and Cooling of NE FL LLC,Closed,019-UQX52-00,Statewide,Other,Rachel Langston
1602,"Surfside, Town of",Closed,086-70075-00,Miami-Dade,City,Collin Kenline
1609,"Surfside, Town of",Closed,086-70075-00,Miami-Dade,City,Collin Kenline
3560,"Surfside, Town of",Active,086-70075-00,Miami-Dade,City,Collin Kenline
4337,"Surfside, Town of",Active,086-70075-00,Miami-Dade,City,Collin Kenline
4486,"Surfside, Town of",Active,086-70075-00,Miami-Dade,City,Collin Kenline
1609,"Susanna Wesley Health Center, Inc",Closed,086-U6356-00,Miami-Dade,Other,Collin Kenline
4337,"Susanna Wesley Health Center, Inc",Closed,086-U6356-00,Miami-Dade,Other,Collin Kenline
1545,Suwannee County,Closed,121-99121-00,Suwannee,County,John Hayth
1561,Suwannee County,Closed,121-99121-00,Suwannee,County,John Hayth
1785,Suwannee County,Closed,121-99121-00,Suwannee,County,John Hayth
1831,Suwannee County,Closed,121-99121-00,Suwannee,County,John Hayth
4068,Suwannee County,Closed,121-99121-00,Suwannee,County,John Hayth
4280,Suwannee County,Active,121-99121-00,Suwannee,County,John Hayth
4337,Suwannee County,Active,121-99121-00,Suwannee,County,John Hayth
4399,Suwannee County,Active,121-99121-00,Suwannee,County,John Hayth
4834,School Board Seminole County,Opening,117-0EEEE-00,Seminole,Public School District,Haley Beary
4486,Suwannee County,Closed,121-99121-00,Suwannee,County,John Hayth
4399,School of Arts and Sciences,,,,Public School District,John Hayth
4734,Suwannee County,Opening,121-99121-00,Suwannee,County,John Hayth
1539,Suwannee County School District,Closed,121-08763-00,Suwannee,Public School District,John Hayth
1545,Suwannee County School District,Closed,121-08763-00,Suwannee,Public School District,John Hayth
1561,Suwannee County School District,Closed,121-08763-00,Suwannee,Public School District,John Hayth
1785,Suwannee County School District,Closed,121-08763-00,Suwannee,Public School District,John Hayth
3561,Suwannee County School District,Active,121-UIDRO-00,Suwannee,Public School District,John Hayth
4734,Suwannee County School District,Opening,121-UIDRO-00,Suwannee,Public School District,John Hayth
1545,Suwannee County Sheriff's Office,Closed,121-UTHPN-00,Suwannee,County Sheriff,Rachel Langston
1561,Suwannee County Sheriff's Office,Closed,121-UTHPN-00,Suwannee,County Sheriff,Rachel Langston
4486,Suwannee County Sheriff's Office,Closed,121-UTHPN-00,Suwannee,County Sheriff,Rachel Langston
4734,Suwannee County Sheriff's Office,Opening,121-UTHPN-00,Suwannee,County Sheriff,Rachel Langston
1831,Suwannee River Water Management District,Closed,000-U0C63-00,Statewide,Water Management District,Hamza Sattar
4834,Seacoast Utility Authority,Opening,099-023D0-00,Palm Beach,Special District Government,John Hayth
4068,Suwannee River Water Management District,Closed,000-U0C63-00,Statewide,Water Management District,Hamza Sattar
4280,Suwannee River Water Management District,Closed,000-U0C63-00,Statewide,Water Management District,Hamza Sattar
4337,Suwannee River Water Management District,Closed,000-U0C63-00,Statewide,Water Management District,Hamza Sattar
4734,Suwannee River Water Management District,Opening,000-U0C63-00,Statewide,Water Management District,Hamza Sattar
1545,"Suwannee Valley Electric Cooperative, Inc.",Closed,000-U2ZKR-00,Suwannee,Critical Private Non-Profit,John Hayth
1561,"Suwannee Valley Electric Cooperative, Inc.",Closed,000-U2ZKR-00,Suwannee,Critical Private Non-Profit,John Hayth
1785,"Suwannee Valley Electric Cooperative, Inc.",Closed,000-U2ZKR-00,Suwannee,Critical Private Non-Profit,John Hayth
3288,"Suwannee Valley Electric Cooperative, Inc.",Closed,000-U2ZKR-00,Suwannee,Critical Private Non-Profit,John Hayth
4068,"Suwannee Valley Electric Cooperative, Inc.",Closed,000-U2ZKR-00,Suwannee,Critical Private Non-Profit,John Hayth
4280,"Suwannee Valley Electric Cooperative, Inc.",Active,000-U2ZKR-00,Suwannee,Critical Private Non-Profit,John Hayth
4337,"Suwannee Valley Electric Cooperative, Inc.",Active,000-U2ZKR-00,Suwannee,Critical Private Non-Profit,John Hayth
4734,"Suwannee Valley Electric Cooperative, Inc.",Opening,000-U2ZKR-00,Suwannee,Critical Private Non-Profit,John Hayth
4068,Suwannee Valley Transit Authority,Closed,121-UR43Q-00,Suwannee,Special District Government,Haley Beary
4399,Suwannee Valley Transit Authority,Closed,121-UR43Q-00,Suwannee,Special District Government,Haley Beary
4734,Suwannee Valley Transit Authority,Active,121-UR43Q-00,Suwannee,Special District Government,Haley Beary
1539,Suwannee Water & Sewer District,Closed,029-UNZDM-00,Dixie,Special District Government,Hamza Sattar
4834,"Sebastian, City of",Opening,061-64825-00,Indian River,City,Ashley Mitchell
1545,Suwannee Water & Sewer District,Closed,029-UNZDM-00,Dixie,Special District Government,Hamza Sattar
1551,Suwannee Water & Sewer District,Closed,029-UNZDM-00,Dixie,Special District Government,Hamza Sattar
1561,Suwannee Water & Sewer District,Closed,029-UNZDM-00,Dixie,Special District Government,Hamza Sattar
1595,Suwannee Water & Sewer District,Closed,029-UNZDM-00,Dixie,Special District Government,Hamza Sattar
4068,Suwannee Water & Sewer District,Closed,029-UNZDM-00,Dixie,Special District Government,Hamza Sattar
4280,Suwannee Water & Sewer District,Closed,029-UNZDM-00,Dixie,Special District Government,Hamza Sattar
4734,Suwannee Water & Sewer District,Opening,029-UNZDM-00,Dixie,Special District Government,Hamza Sattar
1551,"SV/Jupiter Properties, Inc.  DBA  Pensacola Health Care Facility",Closed,033-UBARU-00,Escambia,Critical Private Non-Profit,Haley Beary
1595,"SV/Jupiter Properties, Inc.  DBA  Pensacola Health Care Facility",Closed,033-UBARU-00,Escambia,Critical Private Non-Profit,Haley Beary
4337,Sweetwater Creek CDD,Closed,109-URET7-00,St. Johns,Special District Government,Hamza Sattar
4337,Sweetwater Episcopal Academy,Active,117-013FE-00,Seminole,Critical Private Non-Profit,Haley Beary
4834,"Sebring, City of",Opening,055-64875-00,Highlands,City,Hamza Sattar
4486,TA CARING MULTISERVICES LLC,Closed,057-UTW1U-00,Statewide,Other,Rachel Langston
4337,Talis Park Community Development District,Closed,071-UV9OY-00,Lee,Special District Government,Haley Beary
4399,Tallahassee Community College,Active,073-000FE-00,Statewide,Public Community College,Haley Beary
4486,Tallahassee Community College,Closed,073-000FE-00,Statewide,Public Community College,Haley Beary
4486,Tallahassee Housing Authority,Opening,000-UJLRG-00,Leon,Other,Haley Beary
1545,"Tallahassee Memorial HealthCare, Inc.",Closed,073-UV3QG-00,Leon,Other,Collin Kenline
4834,Seminole County,Opening,117-99117-00,Seminole,County,Haley Beary
1551,"Tallahassee Memorial HealthCare, Inc.",Closed,073-UV3QG-00,Leon,Other,Collin Kenline
1561,"Tallahassee Memorial HealthCare, Inc.",Closed,073-UV3QG-00,Leon,Other,Collin Kenline
1595,"Tallahassee Memorial HealthCare, Inc.",Closed,073-UV3QG-00,Leon,Other,Collin Kenline
1785,"Tallahassee Memorial HealthCare, Inc.",Closed,073-UV3QG-00,Leon,Other,Collin Kenline
4280,"Tallahassee Memorial HealthCare, Inc.",Closed,073-UV3QG-00,Leon,Other,Collin Kenline
4486,"Tallahassee Memorial HealthCare, Inc.",Active,073-UV3QG-00,Leon,Other,Collin Kenline
4734,"Tallahassee Memorial HealthCare, Inc.",Active,073-UV3QG-00,Leon,Other,Collin Kenline
1539,"Tallahassee, City of",Closed,073-70600-00,Leon,City,Haley Beary
1545,"Tallahassee, City of",Closed,073-70600-00,Leon,City,Haley Beary
1551,"Tallahassee, City of",Closed,073-70600-00,Leon,City,Haley Beary
1561,"Tallahassee, City of",Closed,073-70600-00,Leon,City,Haley Beary
1595,"Tallahassee, City of",Closed,073-70600-00,Leon,City,Haley Beary
1785,"Tallahassee, City of",Closed,073-70600-00,Leon,City,Haley Beary
1831,"Tallahassee, City of",Closed,073-70600-00,Leon,City,Haley Beary
4280,"Tallahassee, City of",Active,073-70600-00,Leon,City,Haley Beary
4337,"Tallahassee, City of",Active,073-70600-00,Leon,City,Haley Beary
4399,"Tallahassee, City of",Active,073-70600-00,Leon,City,Haley Beary
4486,"Tallahassee, City of",Active,073-70600-00,Leon,City,Haley Beary
4673,"Tallahassee, City of",Active,073-70600-00,Leon,City,Haley Beary
4828,"Seminole Junior Warhawks Athletic Association, Inc.",Opening,103-U9937-00,Pinellas,Other,Haley Beary
4734,"Tallahassee, City of",Opening,073-70600-00,Leon,City,Haley Beary
4834,"Seminole Junior Warhawks Athletic Association, Inc.",Opening,103-U9937-00,Pinellas,Other,Haley Beary
4486,Talmudic College of Florida,Active,086-01C34-00,Miami-Dade,Critical Private Non-Profit,Collin Kenline
1539,Seminole State College,Closed,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
1539,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
1545,Seminole State College,Closed,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
1545,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
1561,Seminole State College,Closed,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
1551,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4283,Seminole State College,Active,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
1561,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4337,Seminole State College,Active,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
1595,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4468,Seminole State College,Active,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
1785,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4486,Seminole State College,Closed,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
3220,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4673,Seminole State College,Active,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
3288,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4680,Seminole State College,Active,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
3562,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4734,Seminole State College,Closed,117-UWTYU-00,Statewide,Public Community College,Ashley Mitchell
4068,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
1539,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
4280,"Talquin Electric Cooperative, Inc.",Closed,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
1545,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
4337,"Talquin Electric Cooperative, Inc.",Active,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
1561,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
4399,"Talquin Electric Cooperative, Inc.",Active,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
1602,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
4486,"Talquin Electric Cooperative, Inc.",Active,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
1609,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
4564,"Talquin Electric Cooperative, Inc.",Active,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
3259,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
4673,"Talquin Electric Cooperative, Inc.",Active,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
3288,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
4680,"Talquin Electric Cooperative, Inc.",Active,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4283,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
4734,"Talquin Electric Cooperative, Inc.",Opening,000-UHRL7-00,Gadsden,Critical Private Non-Profit,John Hayth
4486,Seminole Tribe of Florida,,,,Tribal Government,Rachel Langston
1545,"Tamarac, City of",Closed,011-70675-00,Broward,City,John Hayth
1561,"Tamarac, City of",Closed,011-70675-00,Broward,City,John Hayth
1602,"Tamarac, City of",Closed,011-70675-00,Broward,City,John Hayth
1609,"Tamarac, City of",Closed,011-70675-00,Broward,City,John Hayth
3259,"Tamarac, City of",Closed,011-70675-00,Broward,City,John Hayth
3288,"Tamarac, City of",Closed,011-70675-00,Broward,City,John Hayth
4283,"Tamarac, City of",Closed,011-70675-00,Broward,City,John Hayth
4337,"Tamarac, City of",Active,011-70675-00,Broward,City,John Hayth
4468,"Tamarac, City of",Active,011-70675-00,Broward,City,John Hayth
3605,"Seminole, City of",Opening,103-64975-00,Pinellas,City,John Hayth
4486,"Tamarac, City of",Active,011-70675-00,Broward,City,John Hayth
4806,"Seminole, City of",Opening,103-64975-00,Pinellas,City,John Hayth
4673,"Tamarac, City of",Active,011-70675-00,Broward,City,John Hayth
4828,"Seminole, City of",Opening,103-64975-00,Pinellas,City,John Hayth
4680,"Tamarac, City of",Closed,011-70675-00,Broward,City,John Hayth
4834,"Seminole, City of",Opening,103-64975-00,Pinellas,City,John Hayth
4486,"Tampa Family Health Centers, Inc.",Active,057-UYCTB-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4673,"Tampa Family Health Centers, Inc.",Closed,057-UYCTB-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
1539,Tampa General Hospital,Closed,057-11686-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
1545,Tampa General Hospital,Closed,057-11686-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
1561,Tampa General Hospital,Closed,057-11686-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4337,Tampa General Hospital,Active,057-11686-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4486,Tampa General Hospital,Active,057-11686-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4673,Tampa General Hospital,Active,057-11686-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4734,Tampa General Hospital,Opening,057-11686-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
1539,Tampa Housing Authority,Closed,057-UE4OY-00,Hillsborough,Public / Indian Housing Authority,Haley Beary
1545,Tampa Housing Authority,Closed,057-UE4OY-00,Hillsborough,Public / Indian Housing Authority,Haley Beary
1561,Tampa Housing Authority,Closed,057-UE4OY-00,Hillsborough,Public / Indian Housing Authority,Haley Beary
4673,Serenity Island Inc,Opening,127-U39JU-00,Statewide,Non-Critical Private Non-Profit,Ashley Mitchell
4337,Tampa Housing Authority,Closed,057-UE4OY-00,Hillsborough,Public / Indian Housing Authority,Haley Beary
1539,Tampa Sports Authority,Closed,057-02C12-00,Hillsborough,Special District Government,John Hayth
1545,Tampa Sports Authority,Closed,057-02C12-00,Hillsborough,Special District Government,John Hayth
1561,Tampa Sports Authority,Closed,057-02C12-00,Hillsborough,Special District Government,John Hayth
4337,Tampa Sports Authority,Active,057-02C12-00,Hillsborough,Special District Government,John Hayth
4486,Tampa Sports Authority,Opening,057-02C12-00,Hillsborough,Special District Government,John Hayth
4673,Tampa Sports Authority,Active,057-02C12-00,Hillsborough,Special District Government,John Hayth
1539,"Tampa, City of",Closed,057-71000-00,Hillsborough,City,Collin Kenline
1545,"Tampa, City of",Closed,057-71000-00,Hillsborough,City,Collin Kenline
1561,"Tampa, City of",Closed,057-71000-00,Hillsborough,City,Collin Kenline
3288,"Tampa, City of",Closed,057-71000-00,Hillsborough,City,Collin Kenline
4337,"Tampa, City of",Active,057-71000-00,Hillsborough,City,Collin Kenline
4486,"Tampa, City of",Active,057-71000-00,Hillsborough,City,Collin Kenline
4673,"Tampa, City of",Active,057-71000-00,Hillsborough,City,Collin Kenline
4734,"Tampa, City of",Opening,057-71000-00,Hillsborough,City,Collin Kenline
4834,"Shell Museum and Educational Foundation, Inc.",Opening,071-UUGZC-00,Lee,Non-Critical Private Non-Profit,Haley Beary
1539,"Tavares, City of",Closed,069-71225-00,Lake,City,John Hayth
1545,"Tavares, City of",Closed,069-71225-00,Lake,City,John Hayth
1561,"Tavares, City of",Closed,069-71225-00,Lake,City,John Hayth
1785,"Tavares, City of",Closed,069-71225-00,Lake,City,John Hayth
4283,"Tavares, City of",Closed,069-71225-00,Lake,City,John Hayth
4337,"Tavares, City of",Active,069-71225-00,Lake,City,John Hayth
4486,"Tavares, City of",Active,069-71225-00,Lake,City,John Hayth
4673,"Tavares, City of",Active,069-71225-00,Lake,City,John Hayth
4680,"Tavares, City of",Active,069-71225-00,Lake,City,John Hayth
